Name,Branch,Place,Exams Accepted,Fees
"JNTUK University College of Engineering, Vizianagaram",B.Tech Electrical and Electronics Engineering,"Vizianagaram, Andhra Pradesh",AP,"Fees:  ₹ 120,000"
"SRM University AP, Amaravati",B.Tech Electrical and Electronics Engineering,"Kuragallu, Andhra Pradesh",NA,Exams:  SRMJEEE 
"Cochin University College of Engineering, Kuttanad",B.Tech Electrical and Electronics Engineering,"Pullinkunnu, Kerala",NA,"Fees:  ₹ 97,720"
"National Institute of Science and Technology, Berhampur",B.Tech Electrical and Electronics Engineering,"Berhampur, Odisha",JEE,"Fees:  ₹ 272,000"
"Chennai Institute of Technology, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Adhiyamaan College of Engineering, Hosur",BE Electrical and Electronics Engineering,"Krishnagiri, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Sagi Ramakrishnam Raju Engineering College, Bhimavaram",BE Electrical and Electronics Engineering,"Bhimavaram, Andhra Pradesh",AP,"Fees:  ₹ 380,000"
"Shri Vishnu Engineering College for Women, Bhimavaram",B.Tech Electrical and Electronics Engineering,"West Godavari, Andhra Pradesh",AP,"Fees:  ₹ 380,000"
"Srinivasa Ramanujan Centre, Thanjavur",B.Tech Electrical and Electronics Engineering,"Kumbakonam, Tamil Nadu",NA,NA
"Galgotias University, Greater Noida",B.Tech Electrical and Electronics Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 669,600"
"Government College of Engineering, Salem",BE Electrical and Electronics Engineering,"Salem, Tamil Nadu",NA,"Fees:  ₹ 67,395"
"JNTUA College of Engineering, Pulivendula",B.Tech Electrical and Electronics Engineering,"Pulivendula, Andhra Pradesh",AP,"Fees:  ₹ 58,760"
"Institute of Engineering and Science, IPS Academy, Indore",BE Electrical and Electronics Engineering,"Indore, Madhya Pradesh",NA,"Fees:  ₹ 320,000"
"Sri Eshwar College of Engineering, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"OP Jindal University, Raigarh",B.Tech Electrical and Electronics Engineering,"Raigarh, Chhattisgarh",JEE,"Fees:  ₹ 474,000"
"Velalar College of Engineering and Technology, Erode",BE Electrical and Electronics Engineering,"Erode, Tamil Nadu",NA,"Fees:  ₹ 130,000"
"NSS College of Engineering, Palakkad",B.Tech Electrical and Electronics Engineering,"Palakkad, Kerala",KEAM,"Fees:  ₹ 40,000"
"Thanthai Periyar Government Institute of Technology, Vellore",BE Electrical and Electronics Engineering,"Vellore, Tamil Nadu",NA,"Fees:  ₹ 36,000"
"A1 Global Institute of Engineering and Technology, Prakasam",B.Tech Electrical and Electronics Engineering,"Markapur Rural, Andhra Pradesh",NA,Exams:  AP EAMCET 
"PES Institute of Technology and Management, Shimoga",BE Electrical and Electronics Engineering,"Shivamogga, Karnataka",COMEDK,"Fees:  ₹ 538,000"
"Bharati Vidyapeeth's College of Engineering, Delhi",B.Tech Electrical and Electronics Engineering,"New Delhi, Delhi",JEE,"Fees:  ₹ 447,800"
"Bhilai Institute of Technology, Raipur",BE Electrical and Electronics Engineering,"Naya Raipur, Chhattisgarh",JEE,"Fees:  ₹ 140,000"
"Medi-Caps University, Indore",B.Tech Electrical and Electronics Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 405,000"
"Lords Institute of Engineering and Technology, Hyderabad",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"GITAM School of Technology, Bengaluru",B.Tech Electrical and Electronics Engineering,"Doddaballapura, Karnataka",NA,Exams:  GITAM GAT 
"Swami Vivekanand University, Sagar",B.Tech Electrical and Electronics Engineering,"Sironja, Madhya Pradesh",NA,NA
"Loyola-ICAM College of Engineering and Technology, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"St Joseph Engineering College, Mangalore",BE Electrical and Electronics Engineering,"Mangalore, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"Birla Institute of Technology, Mesra, Jaipur Campus",BE Electrical and Electronics Engineering,"Jaipur, Rajasthan",NA,NA
"Vel's Institute of Science Technology and Advanced Studies, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 298,800"
"Matrusri Engineering College, Hyderabad",BE Electrical and Electronics Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 268,000"
"National Engineering College, Kovilpatti",BE Electrical and Electronics Engineering,"Thoothukudi, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Velammal Engineering College, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Saranathan College of Engineering, Tiruchirappalli",BE Electrical and Electronics Engineering,"Panjappur, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Sam Higginbottom Institute of Agriculture Technology and Science, Allahabad",B.Tech Electrical and Electronics Engineering,"Allahabad, Uttar Pradesh",NA,"Fees:  ₹ 546,000"
"Vidya Jyothi Institute of Technology, Hyderabad",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 349,000"
"KSR College of Engineering, Tiruchengode",BE Electrical and Electronics Engineering,"Tiruchengode, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Alagappa Chettiar College of Engineering and Technology, Karaikudi",BE Electrical and Electronics Engineering,"Karaikudi, Tamil Nadu",NA,"Fees:  ₹ 28,495"
"Godavari Institute of Engineering and Technology, Rajahmundry",B.Tech Electrical and Electronics Engineering,"Rajahmundry, Andhra Pradesh",JEE,"Fees:  ₹ 317,200"
"Anil Neerukonda Institute of Technology and Sciences, Visakhapatnam",B.Tech Electrical and Electronics Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 361,000"
"Siddhartha Institute of Engineering and Technology, Puttur",B.Tech Electrical and Electronics Engineering,"Puttur, Andhra Pradesh",AP,"Fees:  ₹ 290,800"
"KCG College of Technology, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",BE Electrical and Electronics Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 94,000"
"Malla Reddy Engineering College, Secunderabad",B.Tech Electrical and Electronics Engineering,"Secunderabad, Telangana",TS,"Fees:  ₹ 224,400"
"Loyola Institute of Technology, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Bakhtiyarpur College of Engineering, Patna",B.Tech Electrical and Electronics Engineering,"Patna, Bihar",NA,Exams:  BCECE 
"Government College of Engineering, Kannur",B.Tech Electrical and Electronics Engineering,"Kannur, Kerala",KEAM,"Fees:  ₹ 24,000"
"Toc H Institute of Science and Technology, Ernakulam",B.Tech Electrical and Electronics Engineering,"Ernakulam, Kerala",JEE,"Fees:  ₹ 300,000"
"Rajasthan Institute of Engineering and Technology, Jaipur",B.Tech Electrical and Electronics Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 318,000"
"Sona College of Technology, Salem",BE Electrical and Electronics Engineering,"Salem, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Vasireddy Venkatadri Institute of Technology, Guntur",B.Tech Electrical and Electronics Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 320,000"
"St Joseph's Institute of Technology, Chennai",B.Tech Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Centurion University of Technology and Management, Bhubaneswar",B.Tech Electrical and Electronics Engineering,"Khurda, Odisha",JEE,"Fees:  ₹ 500,000"
"Delhi Technical Campus, Greater Noida",B.Tech Electrical and Electronics Engineering,"Greater Noida, Uttar Pradesh",NA,"Fees:  ₹ 368,000"
"Silicon Institute of Technology, Bhubaneswar",B.Tech Electrical and Electronics Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 540,000"
"Karpagam Academy of Higher Education, Coimbatore",B.Tech Electrical and Electronics Engineering Part Time,"Coimbatore, Tamil Nadu",NA,NA
"Sri Siddhartha Institute of Technology, Tumkur",BE Electrical and Electronics Engineering,"Tumakuru, Karnataka",KCET,"Fees:  ₹ 120,000"
"Annamacharya Institute of Technology and Sciences, Rajampet",B.Tech Electrical and Electronics Engineering,"Rajampet, Andhra Pradesh",AP,"Fees:  ₹ 339,000"
"Maharaj Vijayaram Gajapathi Raj College of Engineering, Vizianagaram",B.Tech Electrical and Electronics Engineering,"Vizianagaram, Andhra Pradesh",JEE,"Fees:  ₹ 361,400"
"Kalasalingam Academy of Research and Education, Virudhunagar",B.Tech Electrical and Electronics Engineering,"Krishnan Kovil, Tamil Nadu",NA,"Fees:  ₹ 420,600"
"Sapthagiri College of Engineering, Bangalore",BE Electrical and Electronics Engineering,"Myadarahalli, Karnataka",NA,"Fees:  ₹ 180,000"
"School of Engineering, Cochin University of Science and Technology, Ernakulam",B.Tech Electrical and Electronics Engineering,"Kochi, Kerala",CUSAT,"Fees:  ₹ 182,200"
"SCMS School of Engineering and Technology, Ernakulam",B.Tech Electrical and Electronics Engineering,"Ernakulam, Kerala",KEAM,"Fees:  ₹ 300,000"
"Andhra University College of Engineering for Women, Visakhapatnam",B.Tech Electrical and Electronics Engineering,"Visakhapatnam, Andhra Pradesh",NA,NA
"Mahindra Ecole Centrale, Hyderabad",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 1,600,000"
"Coimbatore Institute of Engineering and Technology, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Nehru Institute of Engineering and Technology, Coimbatore",BE Electrical and Electronics Engineering,"Thirumalayampalayam, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Vignan's Institute of Information Technology, Visakhapatnam",B.Tech Electrical and Electronics Engineering,"Visakhapatnam, Andhra Pradesh",NA,NA
"Ramco Institute of Technology, Rajapalayam",BE Electrical and Electronics Engineering,"Rajapalayam, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Sri Venkateswara College of Engineering, Tirupati",B.Tech Electrical and Electronics Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 295,600"
"RIMT University, Gobindgarh",B.Tech Electrical and Computer Engineering,"Gobindgarh, Punjab",NA,NA
"Madanapalle Institute of Technology and Science, Madanapalle",B.Tech Electrical and Electronics Engineering,"Madanapalle, Andhra Pradesh",AP,"Fees:  ₹ 409,600"
"TKR College of Engineering and Technology, Hyderabad",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",NA,"Fees:  ₹ 228,000"
"Nalanda College of Engineering, Chandi",B.Tech Electrical and Electronics Engineering,"Dasturpar, Bihar",BCECE,"Fees:  ₹ 57,620"
"Nalla Malla Reddy Engineering College, Ghatkesar",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 294,000"
"Agni College of Technology, Thalambur",BE Electrical and Electronics Engineering,"Mambakkam, Tamil Nadu",JEE,"Fees:  ₹ 180,000"
"TIT College, Bhopal",BE Electrical and Electronics Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Sri Satya Sai University of Technology and Medical Sciences, Sehore",BE Electrical and Electronics Engineering,"Sehore, Madhya Pradesh",NA,NA
"KIET School of Engineering, Ghaziabad",B.Tech Electrical and Electronics Engineering,"Muradnagar, Uttar Pradesh",UPSEE,"Fees:  ₹ 433,000"
"Christ College of Engineering, Thrissur",B.Tech Electrical and Electronics Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 351,000"
"Government Engineering College, Sreekrishnapuram",B.Tech Electrical and Electronics Engineering,"Sreekrishnapuram, Kerala",KEAM,"Fees:  ₹ 58,340"
"Park College of Engineering and Technology, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"NRI Institute of Technology, Agiripalli",B.Tech Electrical and Electronics Engineering,"Gopalapuram, Andhra Pradesh",AP,"Fees:  ₹ 218,000"
"Jawaharlal Nehru National College of Engineering, Shimoga",BE Electrical and Electronics Engineering,"Shivamogga, Karnataka",COMEDK,"Fees:  ₹ 220,000"
National Institute of Technology Sikkim,B.Tech Electrical and Electronics Engineering,"Barfung, Sikkim",JEE,"Fees:  ₹ 534,800"
"KPR Institute of Engineering and Technology, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"GD Goenka School of Engineering, Gurgaon",B.Tech Electrical and Electronics Engineering,"Sohna, Haryana",NA,NA
"Government College of Engineering, Tirunelveli",B.Tech Electrical and Electronics Engineering,"Tirunelveli, Tamil Nadu",NA,"Fees:  ₹ 34,120"
"JK Lakshmipat University, Jaipur",B.Tech Electrical and Electronics Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 712,800"
"MJ College of Engineering and Technology, Hyderabad",BE Electrical and Electronics Engineering,"Hyderabad, Telangana",NA,"Fees:  ₹ 328,000"
"KLE Dr MS Sheshgiri College of Engineering and Technology, Belgaum",BE Electrical and Electronics Engineering,"Belagavi, Karnataka",COMEDK,"Fees:  ₹ 358,660"
"Maulana Azad College of Engineering and Technology, Patna",B.Tech Electrical and Electronics Engineering,"Patna, Bihar",NA,"Fees:  ₹ 280,000"
"JNTUH College of Engineering, Karimnagar",B.Tech Electrical and Electronics Engineering,"Karimnagar, Telangana",TS,"Fees:  ₹ 53,000"
"Monad University, Hapur",B.Tech Electrical and Electronics Engineering,"Kastala Kasmabad, Uttar Pradesh",NA,NA
"Sri Krishna Institute of Technology, Bangalore",B.Tech Electrical and Electronics Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 500,000"
"Yenepoya Institute of Technology, Mangalore",B.Tech Electrical and Electronics Engineering,"Mangalore, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
National Institute of Technology Meghalaya,B.Tech Electrical and Electronics Engineering,"Shillong, Meghalaya",JEE,"Fees:  ₹ 560,000"
"Meenakshi Sundararajan Engineering College, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Geethanjali College of Engineering and Technology, Keesara",B.Tech Electrical and Electronics Engineering,"Secunderabad, Telangana",TS,"Fees:  ₹ 332,500"
"Jyothi Engineering College, Thrissur",B.Tech Electrical and Electronics Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 463,600"
"Amity University, Lucknow Campus",B.Tech Electrical and Electronics Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 888,000"
"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",BE Electrical and Electronics Engineering,"Tiruchirappalli, Tamil Nadu",NA,"Fees:  ₹ 124,810"
"Dhanalakshmi College of Engineering, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Canara Engineering College, Mangalore",BE Electrical and Electronics Engineering,"Mangalore, Karnataka",JEE,"Fees:  ₹ 440,000"
"Dhanalakshmi Srinivasan College of Engineering, Perambalur",BE Electrical and Electronics Engineering,"Perambalur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jeppiaar Engineering College, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"United College of Engineering and Research, Allahabad",B.Tech Electrical and Electronics Engineering,"Newada Samogar, Uttar Pradesh",UPSEE,"Fees:  ₹ 333,700"
"Rungta College of Engineering and Technology, Bhilai",BE Electrical and Electronics Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 294,920"
"Guru Nanak Institute of Technology, Ibrahimpatnam",B.Tech Electrical and Electronics Engineering,"Ibrahimpatnam, Telangana",TS,"Fees:  ₹ 300,000"
"Guru Tegh Bahadur Institute of Technology, New Delhi",B.Tech Electrical and Electronics Engineering,"New Delhi, Delhi",IPU,"Fees:  ₹ 347,600"
"ANU College of Engineering and Technology, Guntur",B.Tech Electrical and Electronics Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 400,000"
"Karpagam College of Engineering, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Sri Shakthi Institute of Engineering and Technology, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"College of Engineering, Chengannur",B.Tech Electrical and Electronics Engineering,"Chengannur, Kerala",KEAM,"Fees:  ₹ 176,920"
"Shri Vaishnav Vidyapeeth Vishwavidyalaya, Indore",B.Tech Electrical and Electronics Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 307,000"
"Shri Vaishnav Institute of Technology and Science, Indore",BE Electrical and Electronics Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 307,000"
"Roorkee College of Engineering, Roorkee",B.Tech Electrical and Electronics Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 404,600"
"Noida International University, Greater Noida",B.Tech Electrical and Electronics Engineering,"Noida, Uttar Pradesh",NA,"Fees:  ₹ 592,000"
"Dronacharya College of Engineering, Gurgaon",B.Tech Electrical and Electronics Engineering,"Gurgaon, Haryana",JEE,"Fees:  ₹ 564,400"
"Raghu Engineering College, Visakhapatnam",B.Tech Electrical and Electronics Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 340,000"
"Sagar Institute of Science and Technology, Bhopal",BE Electrical and Electronics Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 290,800"
National Institute of Technology Manipur,B.Tech Electrical and Electronics Engineering,"Imphal, Manipur",JEE,"Fees:  ₹ 550,700"
"MVSR Engineering College, Hyderabad",BE Electrical and Electronics Engineering,"Nadergul, Telangana",TS,"Fees:  ₹ 382,450"
"Bangalore College of Engineering and Technology, Bangalore",BE Electrical and Electronics Engineering,"Bangalore, Karnataka",NA,Exams:  KCET 
"College of Engineering, Thalassery",B.Tech Electrical and Electronics Engineering,"Thalassery, Kerala",NA,Exams:  KEAM 
"Shri Shankaracharya Engineering College, Bhilai",BE Electrical and Electronics Engineering,"Bhilai, Chhattisgarh",NA,"Exams:  JEE Main ,  CG PET "
"Jain College of Engineering, Belgaum",BE Electrical and Electronics Engineering,"Belgaum, Karnataka",NA,NA
"SA Engineering College, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"East Point College of Engineering and Technology, Bangalore",BE Electrical and Electronics Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 280,000"
"Amity University, Jaipur",B.Tech Electrical and Electronics Engineering,"Jaipur, Rajasthan",Amity,"Fees:  ₹ 720,000"
"Vignana Bharathi Institute of Technology, Ghatkesar",B.Tech Electrical and Electronics Engineering,"Ghatkesar, Telangana",TS,"Fees:  ₹ 268,000"
"KS Rangasamy College of Technology, Tiruchengode",BE Electrical and Electronics Engineering,"Tiruchengode, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Mohamed Sathak Engineering College, Kilakarai",BE Electrical and Electronics Engineering,"Kilakarai, Tamil Nadu",NA,"Fees:  ₹ 240,000"
"Bhagwant University, Ajmer",B.Tech Electrical and Electronics Engineering,"Ajmer, Rajasthan",NA,Exams:  JEE Main 
"Mewar University, Chittorgarh",BE Electrical and Electronics Engineering Part Time,"Chittorgarh, Rajasthan",NA,NA
"Kamaraj College of Engineering and Technology, Virudhunagar",BE Electrical and Electronics Engineering,"Vellakulam, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Aditya College of Engineering and Technology, Surampalem",B.Tech Electrical and Electronics Engineering,"Surampalem, Andhra Pradesh",AP,"Fees:  ₹ 240,000"
"University College of Engineering JNTUK, Narasaraopet",B.Tech Electrical and Electronics Engineering,"Narasaraopet, Andhra Pradesh",NA,NA
"BVRIT Hyderabad College of Engineering for Women, Hyderabad",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 260,000"
"Vel Tech, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,NA
"Andhra University, Visakhapatnam",BE Electrical and Electronics Engineering,"Visakhapatnam, Andhra Pradesh",NA,"Fees:  ₹ 40,000"
"Kalaignar Karunanidhi Institute of Technology, Coimbatore",BE Electrical and Electronics Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Sri Manakula Vinayagar Engineering College, Puducherry",B.Tech Electrical and Electronics Engineering,"Madagadipet, Puducherry",NA,"Fees:  ₹ 116,000"
"Easwari Engineering College, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kanchipuram",BE Electrical and Electronics Engineering,"Kanchipuram, Tamil Nadu",JEE,"Fees:  ₹ 505,000"
"University BDT College of Engineering, Davangere",BE Electrical and Communication Engineering,"Davanagere, Karnataka",KCET,"Fees:  ₹ 89,000"
"Aadishwar College of Technology, Gandhinagar",B.Tech Electrical and Electronics Engineering,"Bhoyan Rathod, Gujarat",JEE,"Fees:  ₹ 284,000"
"HKE Society's PDA College of Engineering, Gulbarga",BE Electrical and Electronics Engineering,"Kalaburagi, Karnataka",COMEDK,"Fees:  ₹ 60,000"
"Bhopal Institute of Technology, Bhopal",BE Electrical and Electronics Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 220,000"
"Siddhartha Institute of Technology and Sciences, Ghatkesar",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Pragati Engineering College, Surampalem",B.Tech Electrical and Electronics Engineering,"Surampalem, Andhra Pradesh",AP,"Fees:  ₹ 291,200"
"Chhotubhai Gopalbhai Patel Institute of Technology, Bardoli",B.Tech Electrical and Electronics Engineering,"Bardoli, Gujarat",GUJCET,"Fees:  ₹ 348,150"
"Vidya Academy of Science and Technology, Thrissur",B.Tech Electrical and Electronics Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 410,104"
"Calicut University Institute of Engineering Technology, Malappuram",B.Tech Electrical and Electronics Engineering,"Pallikal, Kerala",NA,"Fees:  ₹ 155,400"
"Sai Vidya Institute of Technology, Bangalore",BE Electrical and Electronics Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 400,000"
"Maturi Venkata Subba Rao Engineering College, Hyderabad",BE Electrical and Electronics Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 381,000"
"Institute of Road and Transport Technology, Erode",BE Electrical and Electronics Engineering,"Suriyampalayam, Tamil Nadu",NA,"Fees:  ₹ 188,195"
"Adi Shankara Institute of Engineering and Technology, Kalady",B.Tech Electrical and Electronics Engineering,"Kalady, Kerala",KEAM,"Fees:  ₹ 367,600"
"Gandhi Engineering College, Bhubaneswar",B.Tech Electrical and Electronics Engineering,"Badaraghunathpur, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Gaya College of Engineering, Gaya",B.Tech Electrical and Electronics Engineering,"Gaya, Bihar",BCECE,"Fees:  ₹ 77,880"
"Shri Shankaracharya Institute of Engineering and Technology, Durg",BE Electrical and Electronics Engineering,"Khapri Alias Pipardih, Chhattisgarh",JEE,"Fees:  ₹ 232,000"
"Quantum School of Technology, Roorkee",B.Tech Electrical and Electronics Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 440,000"
"Brilliant Institute of Engineering and Technology, Hayathnagar",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"Sardar Patel University, Balaghat",B.Tech Electrical and Electronics Engineering,"Balaghat, Madhya Pradesh",NA,NA
"Shri Shankaracharya Group of Institutions, Bhilai",BE Electrical and Electronics Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 283,400"
"TKM Institute of Technology, Kollam",B.Tech Electrical and Electronics Engineering,"Kollam, Kerala",NA,"Fees:  ₹ 340,000"
"Dr Akhilesh Das Gupta Institute of Technology and Management, New Delhi",B.Tech Electrical and Electronics Engineering,"New Delhi, Delhi",IPU,"Fees:  ₹ 367,098"
"Karavali Institute of Technology, Mangalore",BE Electrical and Electronics Engineering,"Mangaluru, Karnataka",NA,"Fees:  ₹ 200,000"
"GKM College of Engineering and Technology, Chennai",BE Electrical and Electronics Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"ACE Engineering College, Ghatkesar",B.Tech Electrical and Electronics Engineering,"Ghatkesar, Telangana",TS,"Fees:  ₹ 272,000"
"PSIT-Pranveer Singh Institute of Technology, Kanpur",B.Tech Electrical and Electronics Engineering,"Kanpur, Uttar Pradesh",JEE,"Fees:  ₹ 301,200"
"Vedavyasa Institute of Technology, Malappuram",B.Tech Electrical and Electronics Engineering,"Kozhikode, Kerala",NA,Exams:  KEAM 
"JNTUH College of Engineering, Manthani",B.Tech Electrical and Electronics Engineering,"Pannur, Telangana",TS,"Fees:  ₹ 53,000"
"Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire",BE Electrical and Electronics Engineering,"Ujire, Karnataka",COMEDK,"Fees:  ₹ 260,480"
"Aditya Institute of Technology and Management, Tekkali",B.Tech Electrical and Electronics Engineering,"K Kotturu, Andhra Pradesh",AP,"Fees:  ₹ 243,000"
"Sanskrithi School of Engineering, Puttaparthi",BE Electrical and Electronics Engineering,"Puttaparthi, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Jain College of Engineering and Technology, Hubballi",BE Electrical and Electronics Engineering,"Hubballi, Karnataka",NA,NA
"Himalayan University, Itanagar",B.Tech Electrical and Electronics Engineering,"Itanagar, Arunachal Pradesh",NA,NA
"Sahrdaya College of Engineering and Technology, Thrissur",B.Tech Electrical and Electronics Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 370,500"
"Government College of Engineering, Bargur",BE Electrical and Electronics Engineering,"Bargur, Tamil Nadu",NA,"Fees:  ₹ 36,740"
"Adithya Institute of Technology, Coimbatore",B.Tech Electrical and Electronics Engineering,"Kurumbapalayam, Tamil Nadu",NA,NA
"Rajeev Gandhi Memorial College of Engineering and Technology, Kurnool",B.Tech Electrical and Electronics Engineering,"Kurnool, Andhra Pradesh",AP,"Fees:  ₹ 347,200"
"Oriental College of Technology, Bhopal",BE Electrical and Electronics Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 312,000"
"Prasad V Potluri Siddhartha Institute of Technology, Vijayawada",B.Tech Electrical and Electronics Engineering,"Vijayawada, Andhra Pradesh",AP,"Fees:  ₹ 388,000"
"Bhoj Reddy Engineering College for Women, Hyderabad",B.Tech Electrical and Electronics Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 200,000"
"Rajiv Gandhi Institute of Technology, Bangalore",BE Electrical and Electronics Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 500,000"
"Noida Institute of Engineering and Technology, Greater Noida",B.Tech Electrical and Electronics Engineering,"Greater Noida, Uttar Pradesh",UPSEE,"Fees:  ₹ 469,700"
"Bhagwan Parshuram Institute of Technology, Delhi",B.Tech Electrical and Electronics Engineering,"New Delhi, Delhi",NA,"Fees:  ₹ 406,000"
"University College of Engineering, Kakatiya University, Kothagudem",B.Tech Electrical and Electronics Engineering,"Kothagudem, Telangana",TS,"Fees:  ₹ 40,000"
"Bengal College of Engineering and Technology, Durgapur",B.Tech Electrical and Electronics Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 357,000"
"Malla Reddy Engineering College for Women, Secunderabad",B.Tech Electrical and Electronics Engineering,"Secunderabad, Telangana",TS,"Fees:  ₹ 140,000"
